city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id,CONTINENT
Moscow,Moscow,55.7506,37.6175,Russia,RU,RUS,Moskva,primary,17332000,1643318494,E
London,London,51.5072,-0.1275,United Kingdom,GB,GBR,"London, City of",primary,11262000,1826645935,E
Paris,Paris,48.8567,2.3522,France,FR,FRA,Île-de-France,primary,11060000,1250015082,E
Madrid,Madrid,40.4169,-3.7033,Spain,ES,ESP,Madrid,primary,6211000,1724616994,E
Saint Petersburg,Saint Petersburg,59.9375,30.3086,Russia,RU,RUS,Sankt-Peterburg,admin,5597763,1643616350,E
Barcelona,Barcelona,41.3833,2.1833,Spain,ES,ESP,Catalonia,admin,4800000,1724594040,E
Berlin,Berlin,52.52,13.405,Germany,DE,DEU,Berlin,primary,4679500,1276451290,E
Athens,Athens,37.9842,23.7281,Greece,GR,GRC,Attikí,primary,3059764,1300715560,E
Kyiv,Kyiv,50.45,30.5233,Ukraine,UA,UKR,"Kyiv, Misto",primary,2952301,1804382913,E
Stuttgart,Stuttgart,48.7775,9.18,Germany,DE,DEU,Baden-Württemberg,admin,2787724,1276171358,E
Rome,Rome,41.8931,12.4828,Italy,IT,ITA,Lazio,primary,2748109,1380382862,E
Munich,Munich,48.1375,11.575,Germany,DE,DEU,Bavaria,admin,2606021,1276692352,E
Birmingham,Birmingham,52.48,-1.9025,United Kingdom,GB,GBR,Birmingham,,2590363,1826423213,E
Hamburg,Hamburg,53.55,10,Germany,DE,DEU,Hamburg,admin,2496600,1276041799,E
Bucharest,Bucharest,44.4325,26.1039,Romania,RO,ROU,Bucureşti,primary,2412530,1642414442,E
Vienna,Vienna,48.2083,16.3725,Austria,AT,AUT,Wien,primary,2223236,1040261752,E
Warsaw,Warsaw,52.23,21.0111,Poland,PL,POL,Mazowieckie,primary,2028000,1616024847,E
Tilburg,Tilburg,51.5572,5.0911,Netherlands,NL,NLD,Noord-Brabant,minor,1944588,1528817379,E
Budapest,Budapest,47.4983,19.0408,Hungary,HU,HUN,Budapest,primary,1686222,1348611435,E
Novosibirsk,Novosibirsk,55.05,82.95,Russia,RU,RUS,Novosibirskaya Oblast’,admin,1633851,1643399240,E
Valencia,Valencia,39.47,-0.3764,Spain,ES,ESP,Valencia,admin,1595000,1724981666,E
Amsterdam,Amsterdam,52.3728,4.8936,Netherlands,NL,NLD,Noord-Holland,primary,1477213,1528355309,E
Yekaterinburg,Yekaterinburg,56.8356,60.6128,Russia,RU,RUS,Sverdlovskaya Oblast’,admin,1468833,1643582706,E
Kharkiv,Kharkiv,49.9925,36.2311,Ukraine,UA,UKR,Kharkivska Oblast,admin,1421125,1804588111,E
Prague,Prague,50.0875,14.4214,Czechia,CZ,CZE,Praha,primary,1384732,1203744823,E
Copenhagen,Copenhagen,55.6805,12.5615,Denmark,DK,DNK,Hovedstaden,primary,1366301,1208763942,E
Helsinki,Helsinki,60.1708,24.9375,Finland,FI,FIN,Uusimaa,primary,1360075,1246177997,E
Milan,Milan,45.4669,9.19,Italy,IT,ITA,Lombardy,admin,1354196,1380724377,E
Kazan,Kazan,55.7964,49.1089,Russia,RU,RUS,Tatarstan,admin,1259173,1643101260,E
Brussels,Brussels,50.8467,4.3525,Belgium,BE,BEL,Brussels-Capital Region,primary,1249597,1056469830,E
Nizhniy Novgorod,Nizhniy Novgorod,56.3269,44.0075,Russia,RU,RUS,Nizhegorodskaya Oblast’,admin,1204985,1643012126,E
Belgrade,Belgrade,44.8178,20.4569,Serbia,RS,SRB,Beograd,primary,1197714,1688374696,E
Chelyabinsk,Chelyabinsk,55.1547,61.3758,Russia,RU,RUS,Chelyabinskaya Oblast’,admin,1177058,1643224011,E
Samara,Samara,53.2028,50.1408,Russia,RU,RUS,Samarskaya Oblast’,admin,1156659,1643205757,E
Krasnodar,Krasnodar,45.0333,38.9667,Russia,RU,RUS,Krasnodarskiy Kray,admin,1138654,1643438227,E
Rostov,Rostov,47.2225,39.71,Russia,RU,RUS,Rostovskaya Oblast’,admin,1135968,1643013518,E
Ufa,Ufa,54.7261,55.9475,Russia,RU,RUS,Bashkortostan,admin,1128787,1643722928,E
Omsk,Omsk,54.9833,73.3667,Russia,RU,RUS,Omskaya Oblast’,admin,1104485,1643360863,E
Sevilla,Sevilla,37.39,-5.99,Spain,ES,ESP,Andalusia,admin,1100000,1724991838,E
Krasnoyarsk,Krasnoyarsk,56.0089,92.8719,Russia,RU,RUS,Krasnoyarskiy Kray,admin,1092851,1643544975,E
Cologne,Cologne,50.9364,6.9528,Germany,DE,DEU,North Rhine-Westphalia,,1087353,1276015998,E
Voronezh,Voronezh,51.6717,39.2106,Russia,RU,RUS,Voronezhskaya Oblast’,admin,1051995,1643811064,E
Perm,Perm,58,56.3167,Russia,RU,RUS,Permskiy Kray,admin,1026908,1643294442,E
Odesa,Odesa,46.492,30.7081,Ukraine,UA,UKR,Odeska Oblast,admin,1010537,1804178102,E
Volgograd,Volgograd,48.7086,44.5147,Russia,RU,RUS,Volgogradskaya Oblast’,admin,1004763,1643577201,E
Stockholm,Stockholm,59.3275,18.0547,Sweden,SE,SWE,Stockholm,primary,995574,1752425602,E
Bordeaux,Bordeaux,44.84,-0.58,France,FR,FRA,Nouvelle-Aquitaine,admin,994920,1250449238,E
Dnipro,Dnipro,48.4675,35.04,Ukraine,UA,UKR,Dnipropetrovska Oblast,admin,968502,1804152933,E
Málaga,Malaga,36.7194,-4.42,Spain,ES,ESP,Andalusia,minor,967250,1724397372,E
Naples,Naples,40.8358,14.2486,Italy,IT,ITA,Campania,admin,913462,1380646673,E
Donetsk,Donetsk,48.0028,37.8053,Ukraine,UA,UKR,Donetska Oblast,admin,901645,1804963805,E
Marseille,Marseille,43.2964,5.37,France,FR,FRA,Provence-Alpes-Côte d’Azur,admin,877215,1250774071,E
Tyumen,Tyumen,57.15,65.5333,Russia,RU,RUS,Tyumenskaya Oblast’,admin,861100,1643040435,E
Portsmouth,Portsmouth,50.8058,-1.0872,United Kingdom,GB,GBR,Portsmouth,,855679,1826964096,E
Southampton,Southampton,50.9025,-1.4042,United Kingdom,GB,GBR,Southampton,,855569,1826602892,E
Turin,Turin,45.0792,7.6761,Italy,IT,ITA,Piedmont,admin,841600,1380244627,E
Saratov,Saratov,51.53,46.035,Russia,RU,RUS,Saratovskaya Oblast’,admin,838042,1643556540,E
Kraków,Krakow,50.0614,19.9372,Poland,PL,POL,Małopolskie,admin,804237,1616172264,E
Thessaloníki,Thessaloniki,40.6403,22.9356,Greece,GR,GRC,Kentrikí Makedonía,admin,802572,1300397999,E
Frankfurt,Frankfurt,50.1106,8.6822,Germany,DE,DEU,Hesse,minor,775790,1276054552,E
Bilbao,Bilbao,43.2569,-2.9236,Spain,ES,ESP,Basque Country,minor,775000,1724331267,E
Zagreb,Zagreb,45.8131,15.9772,Croatia,HR,HRV,"Zagreb, Grad",primary,767131,1191233290,E
Gdańsk,Gdansk,54.3475,18.6453,Poland,PL,POL,Pomorskie,admin,749786,1616406372,E
Lviv,Lviv,49.8425,24.0322,Ukraine,UA,UKR,Lvivska Oblast,admin,717273,1804939658,E
Zaporizhzhia,Zaporizhzhia,47.85,35.1175,Ukraine,UA,UKR,Zaporizka Oblast,admin,710052,1804644752,E
Oslo,Oslo,59.9133,10.7389,Norway,NO,NOR,Oslo,primary,709037,1578324706,E
Bristol,Bristol,51.4536,-2.5975,United Kingdom,GB,GBR,"Bristol, City of",,707412,1826921049,E
Zaragoza,Zaragoza,41.65,-0.8833,Spain,ES,ESP,Aragon,admin,686986,1724907391,E
Gothenburg,Gothenburg,57.7075,11.9675,Sweden,SE,SWE,Västra Götaland,admin,674529,1752059374,E
Wrocław,Wroclaw,51.11,17.0325,Poland,PL,POL,Dolnośląskie,admin,672929,1616108520,E
Murcia,Murcia,37.9861,-1.1303,Spain,ES,ESP,Murcia,admin,672773,1724107739,E
Łódź,Lodz,51.7769,19.4547,Poland,PL,POL,Łódzkie,admin,670642,1616832750,E
Tolyatti,Tolyatti,53.5089,49.4222,Russia,RU,RUS,Samarskaya Oblast’,,667956,1643256295,E
Rotterdam,Rotterdam,51.92,4.48,Netherlands,NL,NLD,Zuid-Holland,minor,664311,1528892850,E
Makhachkala,Makhachkala,42.9825,47.505,Russia,RU,RUS,Dagestan,admin,662660,1643580480,E
Tallinn,Tallinn,59.4372,24.7453,Estonia,EE,EST,Tallinn,primary,638076,1233260021,E
Las Palmas,Las Palmas,28.1258,-15.4353,Spain,ES,ESP,Canary Islands,admin,635000,1724501748,E
Düsseldorf,Dusseldorf,51.2256,6.7767,Germany,DE,DEU,North Rhine-Westphalia,admin,631217,1276615258,E
Palermo,Palermo,38.1157,13.3613,Italy,IT,ITA,Sicilia,admin,630167,1380428434,E
Glasgow,Glasgow,55.8611,-4.25,United Kingdom,GB,GBR,Glasgow City,,626410,1826836462,E
Bazal’tove,Bazal'tove,50.6765,26.16,Ukraine,UA,UKR,Rivnenska Oblast,,625543,1804864050,E
Irkutsk,Irkutsk,52.2892,104.28,Russia,RU,RUS,Irkutskaya Oblast’,admin,623736,1643439037,E
Barnaul,Barnaul,53.3486,83.7764,Russia,RU,RUS,Altayskiy Kray,admin,623057,1643318931,E
Leipzig,Leipzig,51.34,12.375,Germany,DE,DEU,Saxony,minor,619879,1276563678,E
Izhevsk,Izhevsk,56.8333,53.1833,Russia,RU,RUS,Udmurtiya,admin,618776,1643983138,E
Khabarovsk,Khabarovsk,48.4833,135.0833,Russia,RU,RUS,Khabarovskiy Kray,admin,615570,1643175363,E
Ulyanovsk,Ulyanovsk,54.3167,48.3667,Russia,RU,RUS,Ul’yanovskaya Oblast’,admin,613334,1643668944,E
Riga,Riga,56.9475,24.1069,Latvia,LV,LVA,Rīga,primary,605273,1428586192,E
Kryvyi Rih,Kryvyi Rih,47.91,33.39,Ukraine,UA,UKR,Dnipropetrovska Oblast,minor,603904,1804544901,E
Dortmund,Dortmund,51.5139,7.4653,Germany,DE,DEU,North Rhine-Westphalia,minor,595471,1276562886,E
Dublin,Dublin,53.3497,-6.2603,Ireland,IE,IRL,Dublin,primary,592713,1372595407,E
Vladivostok,Vladivostok,43.115,131.8853,Russia,RU,RUS,Primorskiy Kray,admin,591628,1643832017,E
Essen,Essen,51.4508,7.0131,Germany,DE,DEU,North Rhine-Westphalia,minor,586608,1276769247,E
Vilnius,Vilnius,54.6872,25.28,Lithuania,LT,LTU,Vilniaus Miestas,primary,581475,1440887149,E
Bremen,Bremen,53.0758,8.8072,Germany,DE,DEU,Bremen,admin,577026,1276376509,E
Yaroslavl,Yaroslavl,57.6167,39.85,Russia,RU,RUS,Yaroslavskaya Oblast’,admin,567443,1643338528,E
Dresden,Dresden,51.05,13.74,Germany,DE,DEU,Saxony,admin,566222,1276561036,E
Antwerp,Antwerp,51.2178,4.4003,Belgium,BE,BEL,Flanders,minor,565039,1056168623,E
Genoa,Genoa,44.4072,8.934,Italy,IT,ITA,Liguria,admin,558745,1380716540,E
Braunschweig,Braunschweig,52.2667,10.5167,Germany,DE,DEU,Lower Saxony,minor,551000,1276941443,E
Palma,Palma,39.5667,2.65,Spain,ES,ESP,Balearic Islands,admin,550000,1724728111,E
Lisbon,Lisbon,38.7122,-9.134,Portugal,PT,PRT,Lisboa,primary,548703,1620619017,E
The Hague,The Hague,52.08,4.31,Netherlands,NL,NLD,Zuid-Holland,primary,548320,1528799905,E
Hannover,Hannover,52.3667,9.7167,Germany,DE,DEU,Lower Saxony,admin,548186,1276457707,E
Sevastopol,Sevastopol,44.605,33.5225,Ukraine,UA,UKR,"Sevastopol, Misto",admin,547820,1804806030,E
Manchester,Manchester,53.479,-2.2452,United Kingdom,GB,GBR,Manchester,,547627,1826246335,E
Poznań,Poznan,52.4083,16.9336,Poland,PL,POL,Wielkopolskie,admin,546859,1616725607,E
Tomsk,Tomsk,56.5,84.9667,Russia,RU,RUS,Tomskaya Oblast’,admin,545391,1643258928,E
Kemerovo,Kemerovo,55.3667,86.0667,Russia,RU,RUS,Kemerovskaya Oblast’,admin,544600,1643216311,E
Naberezhnyye Chelny,Naberezhnyye Chelny,55.6833,52.3167,Russia,RU,RUS,Tatarstan,,544383,1643008493,E
Santa Cruz,Santa Cruz,28.4667,-16.25,Spain,ES,ESP,Canary Islands,admin,538000,1724813158,E
Orenburg,Orenburg,51.7833,55.1,Russia,RU,RUS,Orenburgskaya Oblast’,admin,536862,1643685056,E
Leeds,Leeds,53.7975,-1.5436,United Kingdom,GB,GBR,Leeds,,536280,1826343963,E
Novokuznetsk,Novokuznetsk,53.7667,87.1333,Russia,RU,RUS,Kemerovskaya Oblast’,,531186,1643628717,E
Balashikha,Balashikha,55.8167,37.9667,Russia,RU,RUS,Moskovskaya Oblast’,minor,530311,1643989845,E
Nuremberg,Nuremberg,49.4539,11.0775,Germany,DE,DEU,Bavaria,minor,526091,1276166609,E
Lyon,Lyon,45.76,4.84,France,FR,FRA,Auvergne-Rhône-Alpes,admin,520774,1250196189,E
Ryazan,Ryazan,54.63,39.7425,Russia,RU,RUS,Ryazanskaya Oblast’,admin,520509,1643205787,E
Sheffield,Sheffield,53.3808,-1.4703,United Kingdom,GB,GBR,Sheffield,,518090,1826289852,E
Liverpool,Liverpool,53.4072,-2.9917,United Kingdom,GB,GBR,Liverpool,,513441,1826558678,E
Toulouse,Toulouse,43.6045,1.444,France,FR,FRA,Occitanie,admin,511684,1250258110,E
Duisburg,Duisburg,51.4347,6.7625,Germany,DE,DEU,North Rhine-Westphalia,minor,503707,1276977172,E
Lipetsk,Lipetsk,52.6167,39.6,Russia,RU,RUS,Lipetskaya Oblast’,admin,496403,1643772906,E
Cheboksary,Cheboksary,56.15,47.2333,Russia,RU,RUS,Chuvashiya,admin,496350,1643163382,E
Kaliningrad,Kaliningrad,54.7003,20.4531,Russia,RU,RUS,Kaliningradskaya Oblast’,admin,489584,1643178106,E
Penza,Penza,53.2,45,Russia,RU,RUS,Penzenskaya Oblast’,admin,488299,1643492830,E
Edinburgh,Edinburgh,55.95,-3.1833,United Kingdom,GB,GBR,"Edinburgh, City of",,488050,1826492520,E
Valletta,Valletta,35.8983,14.5125,Malta,MT,MLT,Valletta,primary,480134,1470574399,E
Bratislava,Bratislava,48.1447,17.1128,Slovakia,SK,SVK,Bratislava,primary,475503,1703195001,E
Worthing,Worthing,50.8147,-0.3714,United Kingdom,GB,GBR,West Sussex,,474485,1826936965,E
Kirov,Kirov,58.6,49.6833,Russia,RU,RUS,Kirovskaya Oblast’,admin,471754,1643106064,E
Mykolaiv,Mykolaiv,46.975,31.995,Ukraine,UA,UKR,Mykolaivska Oblast,admin,470011,1804398395,E
Tula,Tula,54.2,37.6167,Russia,RU,RUS,Tul’skaya Oblast’,admin,466609,1643255206,E
Astrakhan,Astrakhan,46.35,48.035,Russia,RU,RUS,Astrakhanskaya Oblast’,admin,465524,1643407929,E
Leicester,Leicester,52.6361,-1.1331,United Kingdom,GB,GBR,Leicester,,464395,1826431946,E
Stavropol,Stavropol,45.05,41.9833,Russia,RU,RUS,Stavropol’skiy Kray,admin,450680,1643947228,E
Zürich,Zurich,47.3744,8.5411,Switzerland,CH,CHE,Zürich,admin,448664,1756539143,E
Piraeus,Piraeus,37.943,23.6469,Greece,GR,GRC,Attikí,minor,448051,1300458367,E
Sochi,Sochi,43.5853,39.7203,Russia,RU,RUS,Krasnodarskiy Kray,minor,444989,1643009782,E
Ulan-Ude,Ulan-Ude,51.8333,107.6,Russia,RU,RUS,Buryatiya,admin,439128,1643774900,E
Kursk,Kursk,51.7167,36.1833,Russia,RU,RUS,Kurskaya Oblast’,admin,436678,1643011077,E
Aves,Aves,41.3703,-8.4101,Portugal,PT,PRT,Porto,,425411,1620507201,E
Tver,Tver,56.8625,35.9242,Russia,RU,RUS,Tverskaya Oblast’,admin,424969,1643456559,E
Skopje,Skopje,41.9961,21.4317,North Macedonia,MK,MKD,Skopje,primary,422540,1807600615,E
Tirana,Tirana,41.3272,19.8186,Albania,AL,ALB,Tiranë,primary,418495,1008162156,E
Magnitogorsk,Magnitogorsk,53.3833,59.0333,Russia,RU,RUS,Chelyabinskaya Oblast’,minor,408715,1643987830,E
Brno,Brno,49.1925,16.6083,Czechia,CZ,CZE,Jihomoravský Kraj,admin,400566,1203676514,E
Luhansk,Luhansk,48.5678,39.3031,Ukraine,UA,UKR,Luhanska Oblast,admin,397677,1804688214,E
Szczecin,Szczecin,53.4325,14.5481,Poland,PL,POL,Zachodniopomorskie,admin,396168,1616256546,E
Surgut,Surgut,61.25,73.4333,Russia,RU,RUS,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,minor,395900,1643007475,E
Bologna,Bologna,44.4939,11.3428,Italy,IT,ITA,Emilia-Romagna,admin,387971,1380202039,E
Sintra,Sintra,38.7974,-9.3904,Portugal,PT,PRT,Lisboa,minor,385606,1620848791,E
Bryansk,Bryansk,53.2425,34.3667,Russia,RU,RUS,Bryanskaya Oblast’,admin,373310,1643208827,E
Bochum,Bochum,51.4819,7.2158,Germany,DE,DEU,North Rhine-Westphalia,minor,366385,1276227288,E
Coventry,Coventry,52.4081,-1.5106,United Kingdom,GB,GBR,Coventry,,362690,1826979198,E
Ivanovo,Ivanovo,56.9967,40.9819,Russia,RU,RUS,Ivanovskaya Oblast’,admin,361644,1643297945,E
Caerdydd,Caerdydd,51.4817,-3.1792,United Kingdom,GB,GBR,Cardiff,,361469,1826362422,E
Florence,Florence,43.7714,11.2542,Italy,IT,ITA,Tuscany,admin,360930,1380726561,E
Malmö,Malmo,55.5833,13.0333,Sweden,SE,SWE,Skåne,admin,360249,1752705818,E
Utrecht,Utrecht,52.0908,5.1217,Netherlands,NL,NLD,Utrecht,admin,359370,1528871692,E
Wuppertal,Wuppertal,51.2667,7.1833,Germany,DE,DEU,North Rhine-Westphalia,minor,358938,1276004611,E
Alicante,Alicante,38.3453,-0.4831,Spain,ES,ESP,Valencia,minor,358720,1724923163,E
Vinnytsia,Vinnytsia,49.2333,28.4833,Ukraine,UA,UKR,Vinnytska Oblast,admin,356303,1804658571,E
Nice,Nice,43.7034,7.2663,France,FR,FRA,Provence-Alpes-Côte d’Azur,minor,353701,1250774553,E
Vladimir,Vladimir,56.1286,40.4058,Russia,RU,RUS,Vladimirskaya Oblast’,admin,352347,1643712167,E
Arkhangelsk,Arkhangelsk,64.5431,40.5375,Russia,RU,RUS,Arkhangel’skaya Oblast’,admin,351488,1643797198,E
Belfast,Belfast,54.5967,-5.93,United Kingdom,GB,GBR,Belfast,,345006,1826325087,E
Makiivka,Makiivka,48.0556,37.9611,Ukraine,UA,UKR,Donetska Oblast,minor,338968,1804926154,E
Bielefeld,Bielefeld,52.0211,8.5347,Germany,DE,DEU,North Rhine-Westphalia,minor,338410,1276112885,E
Bydgoszcz,Bydgoszcz,53.1219,18.0003,Poland,PL,POL,Kujawsko-Pomorskie,admin,337666,1616454014,E
Reading,Reading,51.4542,-0.9731,United Kingdom,GB,GBR,Reading,,337108,1826869043,E
Bonn,Bonn,50.7353,7.1022,Germany,DE,DEU,North Rhine-Westphalia,minor,335789,1276807850,E
Lublin,Lublin,51.25,22.5667,Poland,PL,POL,Lubelskie,admin,334681,1616953501,E
Tampere,Tampere,61.4981,23.76,Finland,FI,FIN,Pirkanmaa,admin,334112,1246964318,E
Chita,Chita,52.05,113.4667,Russia,RU,RUS,Zabaykal’skiy Kray,admin,333159,1643036673,E
Simferopol,Simferopol,44.9519,34.1022,Ukraine,UA,UKR,"Krym, Avtonomna Respublika",admin,332317,1804665958,E
Kaluga,Kaluga,54.55,36.2833,Russia,RU,RUS,Kaluzhskaya Oblast’,admin,331842,1643161747,E
Nizhniy Tagil,Nizhniy Tagil,57.9167,59.9667,Russia,RU,RUS,Sverdlovskaya Oblast’,minor,330507,1643992310,E
Finglas,Finglas,53.3892,-6.2969,Ireland,IE,IRL,Dublin,,330506,1372023005,E
Nantes,Nantes,47.2181,-1.5528,France,FR,FRA,Pays de la Loire,admin,325070,1250091495,E
Córdoba,Cordoba,37.89,-4.78,Spain,ES,ESP,Andalusia,minor,323763,1724706440,E
Münster,Munster,51.9625,7.6256,Germany,DE,DEU,North Rhine-Westphalia,minor,322904,1276714504,E
Mannheim,Mannheim,49.4878,8.4661,Germany,DE,DEU,Baden-Württemberg,minor,316877,1276150104,E
Bari,Bari,41.1253,16.8667,Italy,IT,ITA,Puglia,admin,316015,1380991126,E
Espoo,Espoo,60.2056,24.6556,Finland,FI,FIN,Uusimaa,minor,314821,1246357316,E
Kingston upon Hull,Kingston upon Hull,53.7444,-0.3325,United Kingdom,GB,GBR,"Kingston upon Hull, City of",,314018,1826028894,E
Catania,Catania,37.5027,15.0873,Italy,IT,ITA,Sicilia,minor,311584,1380562508,E
Karlsruhe,Karlsruhe,49.0092,8.404,Germany,DE,DEU,Baden-Württemberg,minor,309964,1276923210,E
Montpellier,Montpellier,43.6119,3.8772,France,FR,FRA,Occitanie,minor,307101,1250819356,E
Kaunas,Kaunas,54.9,23.9333,Lithuania,LT,LTU,Kauno Miestas,admin,305120,1440302852,E
Vila Nova de Gaia,Vila Nova de Gaia,41.1333,-8.6167,Portugal,PT,PRT,Porto,minor,303824,1620040225,E
Augsburg,Augsburg,48.3689,10.8978,Germany,DE,DEU,Bavaria,minor,303150,1276314100,E
Valladolid,Valladolid,41.6528,-4.7236,Spain,ES,ESP,Castille-Leon,admin,300618,1724133771,E
Newcastle,Newcastle,54.978,-1.6102,United Kingdom,GB,GBR,Newcastle upon Tyne,,300196,1826292220,E
Stockport,Stockport,53.4083,-2.1494,United Kingdom,GB,GBR,Stockport,,294773,1826228303,E
Białystok,Bialystok,53.1353,23.1456,Poland,PL,POL,Podlaskie,admin,294242,1616443575,E
Vigo,Vigo,42.2314,-8.7124,Spain,ES,ESP,Galicia,,293977,1724045676,E
Bradford,Bradford,53.8,-1.75,United Kingdom,GB,GBR,Bradford,,293277,1826687116,E
Graz,Graz,47.0708,15.4386,Austria,AT,AUT,Steiermark,admin,292630,1040184559,E
Strasbourg,Strasbourg,48.5833,7.7458,France,FR,FRA,Grand Est,admin,291709,1250789140,E
Bergen,Bergen,60.3925,5.3233,Norway,NO,NOR,Vestland,admin,291189,1578465701,E
Aarhus,Aarhus,56.1572,10.2107,Denmark,DK,DNK,Midtjylland,minor,290598,1208841031,E
Nottingham,Nottingham,52.9561,-1.1512,United Kingdom,GB,GBR,Nottingham,,289301,1826122597,E
Cluj-Napoca,Cluj-Napoca,46.7667,23.5833,Romania,RO,ROU,Cluj,admin,286598,1642503974,E
Katowice,Katowice,50.2625,19.0217,Poland,PL,POL,Śląskie,admin,285711,1616798495,E
Wiesbaden,Wiesbaden,50.0825,8.24,Germany,DE,DEU,Hesse,admin,285522,1276652118,E
Bolton,Bolton,53.5783,-2.43,United Kingdom,GB,GBR,Bolton,,285372,1826628353,E
Ostrava,Ostrava,49.8356,18.2925,Czechia,CZ,CZE,Moravskoslezský Kraj,admin,284765,1203687206,E
Ljubljana,Ljubljana,46.0514,14.5061,Slovenia,SI,SVN,Ljubljana,primary,284293,1705917455,E
Chernihiv,Chernihiv,51.4939,31.2947,Ukraine,UA,UKR,Chernihivska Oblast,admin,282747,1804565996,E
Poltava,Poltava,49.5894,34.5514,Ukraine,UA,UKR,Poltavska Oblast,admin,279593,1804547489,E
Kherson,Kherson,46.6425,32.625,Ukraine,UA,UKR,Khersonska Oblast,admin,279131,1804514036,E
Sunderland,Sunderland,54.906,-1.381,United Kingdom,GB,GBR,Sunderland,,277417,1826736387,E
Khmelnytskyi,Khmelnytskyi,49.4167,27,Ukraine,UA,UKR,Khmelnytska Oblast,admin,274452,1804347108,E
Iaşi,Iasi,47.1622,27.5889,Romania,RO,ROU,Iaşi,admin,271692,1642367695,E
Cherkasy,Cherkasy,49.4444,32.0597,Ukraine,UA,UKR,Cherkaska Oblast,admin,269836,1804459212,E
Mönchengladbach,Monchengladbach,51.2,6.4333,Germany,DE,DEU,North Rhine-Westphalia,minor,268943,1276982173,E
Gijón,Gijon,43.5333,-5.7,Spain,ES,ESP,Asturias,,268561,1724170659,E
Plymouth,Plymouth,50.3714,-4.1422,United Kingdom,GB,GBR,Plymouth,,267918,1826947183,E
Gelsenkirchen,Gelsenkirchen,51.5167,7.1,Germany,DE,DEU,North Rhine-Westphalia,minor,265885,1276788537,E
Gent,Gent,51.0536,3.7253,Belgium,BE,BEL,Flanders,minor,265086,1056062897,E
Milton Keynes,Milton Keynes,52.04,-0.76,United Kingdom,GB,GBR,Milton Keynes,,264349,1826291745,E
Chernivtsi,Chernivtsi,48.3,25.9333,Ukraine,UA,UKR,Chernivetska Oblast,admin,264298,1804652872,E
Constanţa,Constanta,44.1667,28.6333,Romania,RO,ROU,Constanţa,admin,263707,1642851858,E
Zhytomyr,Zhytomyr,50.25,28.6667,Ukraine,UA,UKR,Zhytomyrska Oblast,admin,261624,1804540656,E
Novi Sad,Novi Sad,45.2542,19.8425,Serbia,RS,SRB,Novi Sad,admin,260438,1688169087,E
Vitoria-Gasteiz,Vitoria-Gasteiz,42.85,-2.6833,Spain,ES,ESP,Basque Country,admin,257968,1724975338,E
Sumy,Sumy,50.9119,34.8028,Ukraine,UA,UKR,Sumska Oblast,admin,256474,1804489982,E
Verona,Verona,45.4386,10.9928,Italy,IT,ITA,Veneto,minor,255588,1380324879,E
Derby,Derby,52.9247,-1.478,United Kingdom,GB,GBR,Derby,,255394,1826333435,E
Westminster,Westminster,51.4947,-0.1353,United Kingdom,GB,GBR,Westminster,,255324,1826759011,E
Aachen,Aachen,50.7756,6.0836,Germany,DE,DEU,North Rhine-Westphalia,minor,252769,1276805572,E
Wolverhampton,Wolverhampton,52.5833,-2.1333,United Kingdom,GB,GBR,Wolverhampton,,250970,1826636841,E
Timişoara,Timisoara,45.7597,21.23,Romania,RO,ROU,Timiş,admin,250849,1642603121,E
Chemnitz,Chemnitz,50.8333,12.9167,Germany,DE,DEU,Saxony,minor,250681,1276519956,E
Venice,Venice,45.4397,12.3319,Italy,IT,ITA,Veneto,admin,250369,1380660414,E
A Coruña,A Coruna,43.365,-8.41,Spain,ES,ESP,Galicia,minor,249261,1724417375,E
Kiel,Kiel,54.3233,10.1394,Germany,DE,DEU,Schleswig-Holstein,admin,248873,1276305306,E
Vantaa,Vantaa,60.2944,25.0403,Finland,FI,FIN,Uusimaa,minor,248199,1246957545,E
Abertawe,Abertawe,51.6167,-3.95,United Kingdom,GB,GBR,Swansea,,246700,1826574888,E
Győr,Gyor,47.6842,17.6344,Hungary,HU,HUN,Győr-Moson-Sopron,admin,246159,1348507878,E
Gdynia,Gdynia,54.5175,18.54,Poland,PL,POL,Pomorskie,minor,245222,1616385189,E
Barnsley,Barnsley,53.5547,-1.4791,United Kingdom,GB,GBR,Barnsley,,245199,1826597621,E
Stoke-on-Trent,Stoke-on-Trent,53.0255,-2.1761,United Kingdom,GB,GBR,Stoke-on-Trent,,245000,1826799578,E
Rivne,Rivne,50.6192,26.2519,Ukraine,UA,UKR,Rivnenska Oblast,admin,243873,1804144712,E
Eindhoven,Eindhoven,51.4344,5.4842,Netherlands,NL,NLD,Noord-Brabant,minor,243730,1528636212,E
Elche,Elche,38.2669,-0.6983,Spain,ES,ESP,Valencia,,243128,1724611437,E
Halle,Halle,51.4828,11.9697,Germany,DE,DEU,Saxony-Anhalt,minor,242172,1276167077,E
Magdeburg,Magdeburg,52.1317,11.6392,Germany,DE,DEU,Saxony-Anhalt,admin,240114,1276418236,E
Horlivka,Horlivka,48.3,38.05,Ukraine,UA,UKR,Donetska Oblast,minor,239828,1804235146,E
Lille,Lille,50.6278,3.0583,France,FR,FRA,Hauts-de-France,admin,238695,1250071961,E
